predictor	predictor_type	name	fold	diff_empty	diff_medium_surprisal	diff_full_surprisal
174	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	4	0.0480583288633492	0.0237327286242994	-0.000429752756502921
175	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	5	0.0392016539389761	0.022809194082563	-0.000177616086996402
176	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	6	0.0427395455307309	0.0239902226344304	0.00104819599957295
177	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	7	0.0350387549965498	0.0186636368055151	-0.000171968736223604
178	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	8	0.0305235568009534	0.00954385827242898	0.000413657401037604
179	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	9	0.0340555766732011	0.0183389852927425	0.00127172482556492
180	surprisal + prev_surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	5	prev_surprisal_buggy	10	0.036946515806914	0.00845414800034483	0.000971761117566139
181	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	1	0.0372004619815689	0.0205555421079904	0.00107724017250721
182	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	2	0.0459267974181117	0.0198484661899245	0.00126057197699403
183	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	3	0.0372571339008951	0.0210147308294779	0.000232642883600143
184	surprisal + prev_surprisal_buggy + prev2_surprisal + prev3_surprisal	6	prev_surprisal_buggy	4	0.046574461374532	0.0222488611354823	-0.00191362024532005
